,Discipline,original_afiliacion,Gender,original_completo,Affiliation,Complete,Complete - Gender
3172,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,False,,Incomplete,Incomplete - Male
3173,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,False,,Incomplete,Incomplete - Male
3174,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
3175,Engineering,INSTITUTO POLITECNICO NACIONAL,Female,False,,Incomplete,Incomplete - Female
3176,Engineering,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
3177,Economic Sci.,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",Male,False,,Incomplete,Incomplete - Male
3178,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
3179,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Female,True,Category 3,Complete,Complete - Female
3180,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3181,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
3182,Engineering,UNIVERSIDAD VERACRUZANA,Female,True,Category 3,Complete,Complete - Female
3183,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,False,,Incomplete,Incomplete - Female
3184,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
3185,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,,Incomplete,Incomplete - Male
3186,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3187,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 2,Complete,Complete - Female
3188,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
3189,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3190,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3191,Health Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Female,True,Category 3,Complete,Complete - Female
3192,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,True,Category 3,Complete,Complete - Female
3193,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3194,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
3195,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
3196,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
3197,Economic Sci.,UNIVERSIDAD DE SONORA,Female,False,,Incomplete,Incomplete - Female
3198,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3199,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
3200,Health Sci.,UNIVERSIDAD DE COLIMA,Female,True,Category 3,Complete,Complete - Female
3201,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3202,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3203,Health Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Male,True,Category 3,Complete,Complete - Male
3204,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
3205,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Female,False,,Incomplete,Incomplete - Female
3206,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,False,,Incomplete,Incomplete - Male
3207,Engineering,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Male,True,Category 2,Complete,Complete - Male
3208,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
3209,Engineering,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,False,,Incomplete,Incomplete - Female
3210,Economic Sci.,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,True,Category 3,Complete,Complete - Female
3211,Economic Sci.,UNIVERSIDAD AUTONOMA DE QUERETARO,Female,True,Category 3,Complete,Complete - Female
3212,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
3213,Economic Sci.,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",Male,False,,Incomplete,Incomplete - Male
3214,Engineering,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
3215,Engineering,ORGANIZACION DE LAS NACIONES UNIDAS,Male,True,Category 2,Complete,Complete - Male
3216,Health Sci.,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
3217,Engineering,UNIVERSIDAD AUTONOMA DE SINALOA,Male,True,Category 3,Complete,Complete - Male
3218,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3219,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Female,True,,Incomplete,Incomplete - Female
3220,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
3221,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,True,Category 3,Complete,Complete - Female
3222,Engineering,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
3223,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
3224,Engineering,UNIVERSIDAD AUTONOMA DE SINALOA,Male,True,Category 3,Complete,Complete - Male
3225,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3226,Health Sci.,INSTITUTO NACIONAL DE PEDIATRIA,Female,True,Category 2,Complete,Complete - Female
3227,Engineering,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
3228,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
3229,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,Category 3,Complete,Complete - Male
3230,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
3231,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
3232,Engineering,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
3233,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
3234,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,,Incomplete,Incomplete - Male
3235,Economic Sci.,UNIVERSIDAD DE SONORA,Male,True,Category 3,Complete,Complete - Male
3236,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
3237,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
3238,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
3239,Engineering,UNIVERSIDAD DEL PAPALOAPAN,Male,True,Category 3,Complete,Complete - Male
3240,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
3241,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Female,True,Category 3,Complete,Complete - Female
3242,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
3243,Engineering,UNIVERSIDAD ANAHUAC DEL NORTE,Male,True,Category 2,Complete,Complete - Male
3244,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3245,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3246,Economic Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Female,True,Category 2,Complete,Complete - Female
3247,Economic Sci.,"EL COLEGIO DE MEXICO, A.C.",Male,True,Category 2,Complete,Complete - Male
3248,Engineering,UNIVERSIDAD POLITECNICA METROPOLITANA DE HIDALGO,Female,True,Category 3,Complete,Complete - Female
3249,Economic Sci.,UNIVERSIDAD DE COLIMA,Male,False,,Incomplete,Incomplete - Male
3250,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
3251,Economic Sci.,UNIVERSIDAD DE COLIMA,Male,False,,Incomplete,Incomplete - Male
3252,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,Female,False,,Incomplete,Incomplete - Female
3253,Health Sci.,UNIVERSIDAD VERACRUZANA,Female,False,,Incomplete,Incomplete - Female
3254,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
3255,Economic Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Male,False,,Incomplete,Incomplete - Male
3256,Economic Sci.,EL COLEGIO DE LA FRONTERA SUR,Female,False,,Incomplete,Incomplete - Female
3257,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
3258,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Female,True,Category 3,Complete,Complete - Female
3259,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
3260,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,False,,Incomplete,Incomplete - Male
3261,Engineering,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,False,,Incomplete,Incomplete - Male
3262,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
3263,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
3264,Economic Sci.,UNIVERSIDAD POLITECNICA DE TLAXCALA,Male,True,Category 3,Complete,Complete - Male
3265,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3266,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
3267,Engineering,UNIVERSIDAD AUTONOMA DE ZACATECAS,Male,True,Category 3,Complete,Complete - Male
3268,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3269,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
3270,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,True,Category 2,Complete,Complete - Female
3271,Engineering,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,False,,Incomplete,Incomplete - Male
3272,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
3273,Engineering,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
3274,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Female,False,,Incomplete,Incomplete - Female
3275,Engineering,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Female,True,Category 3,Complete,Complete - Female
3276,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Male,True,Category 3,Complete,Complete - Male
3277,Economic Sci.,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,Female,True,Category 2,Complete,Complete - Female
3278,Economic Sci.,UNIVERSIDAD TECNOLOGICA DE QUERETARO,Female,True,Category 3,Complete,Complete - Female
3279,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
3280,Health Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3281,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
3282,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,False,,Incomplete,Incomplete - Male
3283,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3284,Health Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,,Incomplete,Incomplete - Female
3285,Health Sci.,UNIVERSIDAD VERACRUZANA,Female,True,Category 3,Complete,Complete - Female
3286,Economic Sci.,UNIVERSIDAD POLITECNICA METROPOLITANA DE HIDALGO,Female,False,,Incomplete,Incomplete - Female
3287,Engineering,"CIATEQ, CENTRO DE TECNOLOGIA AVANZADA, A.C.",Male,True,Category 2,Complete,Complete - Male
3288,Economic Sci.,UNIVERSIDAD AUTONOMA DE YUCATAN,Female,True,Category 3,Complete,Complete - Female
3289,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Female,True,Category 3,Complete,Complete - Female
3290,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Female,False,,Incomplete,Incomplete - Female
3291,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 2,Complete,Complete - Female
3292,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
3293,Engineering,UNIVERSIDAD POLITECNICA DE QUERETARO,Male,False,,Incomplete,Incomplete - Male
3294,Engineering,"CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS, S.C.",Male,False,,Incomplete,Incomplete - Male
3295,Economic Sci.,"UNIVERSIDAD INTERNACIONAL IBEROAMERICANA, A.C.",Male,False,,Incomplete,Incomplete - Male
3296,Health Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,True,Category 3,Complete,Complete - Female
3297,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3298,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3299,Economic Sci.,"EL COLEGIO DE MEXICO, A.C.",Female,True,Category 2,Complete,Complete - Female
3300,Engineering,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
3301,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
3302,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
3303,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
3304,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3305,Engineering,UNIVERSIDAD POLITECNICA DE ATLACOMULCO,Male,False,,Incomplete,Incomplete - Male
3306,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Female,True,Category 2,Complete,Complete - Female
3307,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,Category 3,Complete,Complete - Male
3308,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3309,Engineering,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",Female,False,,Incomplete,Incomplete - Female
3310,Engineering,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Female,False,,Incomplete,Incomplete - Female
3311,Health Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3312,Economic Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,False,,Incomplete,Incomplete - Male
3313,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
3314,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,True,Category 2,Complete,Complete - Male
3315,Health Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,False,,Incomplete,Incomplete - Female
3316,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Male,True,Category 3,Complete,Complete - Male
3317,Economic Sci.,UNIVERSIDAD DE COLIMA,Male,True,Category 3,Complete,Complete - Male
3318,Health Sci.,INSTITUTO NACIONAL DE CANCEROLOGIA,Male,True,Category 2,Complete,Complete - Male
3319,Health Sci.,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,Female,False,,Incomplete,Incomplete - Female
3320,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Male,True,Category 3,Complete,Complete - Male
3321,Health Sci.,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Male,True,,Incomplete,Incomplete - Male
3322,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
3323,Engineering,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Female,True,Category 3,Complete,Complete - Female
3324,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
3325,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Female,False,,Incomplete,Incomplete - Female
3326,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Male,True,Category 3,Complete,Complete - Male
3327,Engineering,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,True,Category 3,Complete,Complete - Male
3328,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,True,Category 2,Complete,Complete - Male
3329,Health Sci.,UNIVERSIDAD AUTONOMA DE TLAXCALA,Male,False,,Incomplete,Incomplete - Male
3330,Economic Sci.,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",Male,False,,Incomplete,Incomplete - Male
3331,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3332,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Female,True,Category 3,Complete,Complete - Female
3333,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3334,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Female,True,Category 3,Complete,Complete - Female
3335,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3336,Engineering,UNIVERSIDAD POLITECNICA DE AMOZOC,Male,False,,Incomplete,Incomplete - Male
3337,Health Sci.,INSTITUTO NACIONAL DE CANCEROLOGIA,Male,True,Category 2,Complete,Complete - Male
3338,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3339,Engineering,"CENTRO DE INVESTIGACION EN CIENCIAS DE INFORMACION GEOESPACIAL, A.C.",Male,True,Category 2,Complete,Complete - Male
3340,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,False,,Incomplete,Incomplete - Male
3341,Economic Sci.,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,Male,True,Category 2,Complete,Complete - Male
3342,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
3343,Health Sci.,SECRETARIA DE SALUD,Male,True,Category 2,Complete,Complete - Male
3344,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
3345,Engineering,UNIVERSIDAD AUTONOMA DE ZACATECAS,Female,False,,Incomplete,Incomplete - Female
3346,Engineering,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",Male,True,Category 2,Complete,Complete - Male
3347,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3348,Economic Sci.,"EL COLEGIO DE MEXICO, A.C.",Male,False,,Incomplete,Incomplete - Male
3349,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
3350,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,False,,Incomplete,Incomplete - Female
3351,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,False,,Incomplete,Incomplete - Male
3352,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
3353,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Female,False,,Incomplete,Incomplete - Female
3354,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,Category 2,Complete,Complete - Female
3355,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
3356,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
3357,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
3358,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
3359,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,,Incomplete,Incomplete - Male
3360,Health Sci.,INSTITUTO NACIONAL DE GERIATRIA,Male,True,Category 2,Complete,Complete - Male
3361,Health Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
3362,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3363,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3364,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
3365,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,False,,Incomplete,Incomplete - Male
3366,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,False,,Incomplete,Incomplete - Female
3367,Health Sci.,INSTITUTO NACIONAL DE CANCEROLOGIA,Female,True,Category 2,Complete,Complete - Female
3368,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
3369,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3370,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Female,False,,Incomplete,Incomplete - Female
3371,Economic Sci.,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL EDO. D,Male,False,,Incomplete,Incomplete - Male
3372,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3373,Engineering,UNIVERSIDAD DE GUADALAJARA,Female,False,,Incomplete,Incomplete - Female
3374,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3375,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3376,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
3377,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,,Incomplete,Incomplete - Male
3378,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
3379,Economic Sci.,UNIVERSIDAD AUTONOMA DE TLAXCALA,Male,True,Category 3,Complete,Complete - Male
3380,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3381,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Female,False,,Incomplete,Incomplete - Female
3382,Economic Sci.,UNIVERSIDAD DE QUINTANA ROO,Male,True,Category 3,Complete,Complete - Male
3383,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
3384,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3385,Health Sci.,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Female,True,Category 2,Complete,Complete - Female
3386,Economic Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,False,,Incomplete,Incomplete - Male
3387,Engineering,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
3388,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,False,,Incomplete,Incomplete - Female
3389,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Female,True,Category 3,Complete,Complete - Female
3390,Engineering,FUNDACION FORD,Female,True,Category 2,Complete,Complete - Female
3391,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
